title,park,date,rating,cc,location.latitude,location.longitude,datayear,day,address,community,geocode_address,datamonth
The Wizard of Oz,Calumet Park,2019-07-08T05:00:00Z,G,Yes,41.71772004,-87.53150812,2019,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",07
Bee Movie,Chippewa Park,2019-07-08T05:00:00Z,PG,Yes,42.00438076,-87.70475177,2019,Mon,6748 N. Sacramento Ave.,WEST RIDGE,"6748 N. Sacramento Ave., Chicago, IL",07
Peter Rabbit,Daniel Webster Park,2019-07-08T05:00:00Z,PG,Yes,41.86427432,-87.62233575,2019,Mon,1357 S. Indiana Ave.,NEAR SOUTH SIDE,"1357 S. Indiana Ave., Chicago, IL",07
Spider-Man: Into the Spider-Verse,Kells Playground Park,2019-07-09T05:00:00Z,PG,Yes,41.89544308,-87.7066155,2019,Tue,3201 W. Chicago Ave.,WEST TOWN,"3201 W. Chicago Ave., Chicago, IL",07
La Bolduc,Trebes Park,2019-07-09T05:00:00Z,NR,Yes,41.92317657,-87.65732331,2019,Tue,2250 N. Clifton Ave.,LINCOLN PARK,"2250 N. Clifton Ave., Chicago, IL",07
Mary Poppins Returns,Ward (A. Montgomery) Park,2019-07-09T05:00:00Z,PG,Yes,41.893015,-87.64125791,2019,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",07
Bumble Bee,Kelvyn Park,2019-07-10T05:00:00Z,PG-13,Yes,41.92875053,-87.73827846,2019,Wed,4438 W. Wrightwood Ave.,HERMOSA,"4438 W. Wrightwood Ave., Chicago, IL",07
Spider-Man: Into the Spider-Verse,La Follette Park,2019-07-10T05:00:00Z,PG,Yes,41.90505469,-87.75569246,2019,Wed,1333 N. Laramie Ave.,AUSTIN,"1333 N. Laramie Ave., Chicago, IL",07
The Gazelle's Dance / El Baile de la Gacela,Loyola Park,2019-07-10T05:00:00Z,NR,Yes,42.01052218,-87.66130892,2019,Wed,1230 W. Greenleaf Ave.,ROGERS PARK,"1230 W. Greenleaf Ave., Chicago, IL",07
Black Panther,Dunbar Park,2019-07-11T05:00:00Z,PG-13,Yes,41.83849698,-87.62015738,2019,Thu,300 E. 31st St.,DOUGLAS,"300 E. 31st St., Chicago, IL",07
Mary Poppins Returns,Normandy Playground Park,2019-07-11T05:00:00Z,PG,Yes,41.79785925,-87.78923279,2019,Thu,6660 W. 52nd St.,GARFIELD RIDGE,"6660 W. 52nd St., Chicago, IL",07
Les Miserables (1998),Wicker Park,2019-07-11T05:00:00Z,PG-13,Yes,41.90795225,-87.67724924,2019,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",07
Mary Poppins Returns,Adams Playground Park,2019-07-12T05:00:00Z,PG,Yes,41.91669986,-87.65522827,2019,Fri,1919 N. Seminary Ave.,LINCOLN PARK,"1919 N. Seminary Ave., Chicago, IL",07
The Sandlot,Gill Park,2019-07-12T05:00:00Z,PG,Yes,41.9526213,-87.65067083,2019,Fri,825 W. Sheridan Rd.,LAKE VIEW,"825 W. Sheridan Rd., Chicago, IL",07
Night School,Meyering Playground Park,2019-07-12T05:00:00Z,PG-13,Yes,41.76448442,-87.61540433,2019,Fri,7140 S. Martin Luther King Dr.,GREATER GRAND CROSSING,"7140 S. Martin Luther King Dr., Chicago, IL",07
Creed II,Moore Park,2019-07-12T05:00:00Z,PG-13,Yes,41.87839125,-87.75274341,2019,Fri,5085 W. Adams,LOOP,"5085 W. Adams, Chicago, IL",07
Napoleon Dynamite,Buttercup Playlot Park,2019-07-13T05:00:00Z,PG,Yes,41.97166865,-87.65473895,2019,Sat,4901 N. Sheridan Rd.,UPTOWN,"4901 N. Sheridan Rd., Chicago, IL",07
Dunkirk,Chicago Women's Park and Gardens,2019-07-13T05:00:00Z,PG-13,Yes,41.85783824,-87.62218405,2019,Sat,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",07
Ghostbusters (1984),Oz Park,2019-07-13T05:00:00Z,PG,Yes,41.9189011,-87.64717807,2019,Sat,2021 N. Burling St.,LINCOLN PARK,"2021 N. Burling St., Chicago, IL",07
Big Hero 6,Skinner Park,2019-07-13T05:00:00Z,PG,Yes,41.88015941,-87.66077867,2019,Sat,1331 W. Monroe St.,NEAR WEST SIDE,"1331 W. Monroe St., Chicago, IL",07
Spider-Man: Homecoming,Jonquil Playlot Park,2019-07-14T05:00:00Z,PG-13,Yes,41.92889597,-87.65385229,2019,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",07
Ralph Breaks the Internet,Chippewa Park,2019-07-15T05:00:00Z,PG,Yes,42.00438076,-87.70475177,2019,Mon,6748 N. Sacramento Ave.,WEST RIDGE,"6748 N. Sacramento Ave., Chicago, IL",07
Isle of Dogs,Harold Washington Playlot Park,2019-07-15T05:00:00Z,PG-13,Yes,41.80047033,-87.58450476,2019,Mon,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",07
Singin' in the Rain,Osterman Beach,2019-07-15T05:00:00Z,G,Yes,-87.6528859,41.9863754,2019,Mon,5800 N. Lake Shore Dr.,NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",07
Cars (2006),Beverly Park,2019-07-16T05:00:00Z,G,Yes,41.70829186,-87.68413609,2019,Tue,2460 W. 102nd St.,BEVERLY,"2460 W. 102nd St., Chicago, IL",07
The 400 Blows,Ward (A. Montgomery) Park,2019-07-16T05:00:00Z,NR,Yes,41.893015,-87.64125791,2019,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",07
Mary Poppins Returns,West Lawn Park,2019-07-16T05:00:00Z,PG,Yes,41.77486501,-87.72884225,2019,Tue,4233 W. 65th St.,WEST LAWN,"4233 W. 65th St., Chicago, IL",07
Creed II,Brainerd Park,2019-07-17T05:00:00Z,PG-13,Yes,41.72690254,-87.65494879,2019,Wed,1246 W. 92nd St.,WASHINGTON HEIGHTS,"1246 W. 92nd St., Chicago, IL",07
Not Quite Adults / Tampoco Tan Grandes,Harrison Park,2019-07-17T05:00:00Z,NR,Yes,41.85692162,-87.67122476,2019,Wed,1824 S. Wood St.,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",07
Goonies,Kilbourn Park,2019-07-17T05:00:00Z,PG,Yes,41.94450485,-87.73951111,2019,Wed,3501 N. Kilbourn Ave.,IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",07
Space Jam,Bartelme (Mary) Park,2019-07-18T05:00:00Z,PG,Yes,41.87994748,-87.65066137,2019,Thu,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",07
The Incredibles 2,Commercial Club Playground,2019-07-18T05:00:00Z,PG,Yes,41.89676186,-87.67398364,2019,Thu,1845 W. Rice St.,WEST TOWN,"1845 W. Rice St., Chicago, IL",07
Black Panther,Hoard Playground Park,2019-07-18T05:00:00Z,PG-13,Yes,41.7640317,-87.59928813,2019,Thu,7201 S. Dobson Ave.,GREATER GRAND CROSSING,"7201 S. Dobson Ave., Chicago, IL",07
Little Shop of Horrors (1986),Douglas Park Cultural and Community Center,2019-07-19T05:00:00Z,PG-13,Yes,41.862904,-87.70186654,2019,Fri,1401 S. Sacramento Dr.,NORTH LAWNDALE,"1401 S. Sacramento Dr., Chicago, IL",07
Spider-Man: Into the Spider-Verse,Independence Park,2019-07-19T05:00:00Z,PG,Yes,41.95322543,-87.72494811,2019,Fri,3945 N. Springfield Ave.,IRVING PARK,"3945 N. Springfield Ave., Chicago, IL",07
Ant-Man and the Wasp,Paschen Park,2019-07-19T05:00:00Z,PG-13,Yes,42.00900097,-87.67923602,2019,Fri,1932 W. Lunt Ave.,ROGERS PARK,"1932 W. Lunt Ave., Chicago, IL",07
Spider-Man: Into the Spider-Verse,Piotrowski Park,2019-07-19T05:00:00Z,PG,Yes,41.83669678,-87.73107269,2019,Fri,4247 W. 31st St.,SOUTH LAWNDALE,"4247 W. 31st St., Chicago, IL",07
Black Panther,Bradley Park,2019-07-20T05:00:00Z,PG-13,Yes,41.71809861,-87.56450116,2019,Sat,9729 S.Yates Ave.,SOUTH DEERING,"9729 S.Yates Ave., Chicago, IL",07
Spider-Man: Into the Spider-Verse,DuSable Museum of African American History,2019-07-20T05:00:00Z,PG,Yes,41.79248002,-87.60685252,2019,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",07
E.T. The Extra-Terrestrial,Horner Park,2019-07-20T05:00:00Z,PG,Yes,41.9611441,-87.69770153,2019,Sat,2741 W. Montrose Ave.,IRVING PARK,"2741 W. Montrose Ave., Chicago, IL",07
The Grinch,Jonquil Playlot Park,2019-07-21T05:00:00Z,PG,Yes,41.92889597,-87.65385229,2019,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",07
Spider-Man: Into the Spider-Verse,Haas Park,2019-07-22T05:00:00Z,PG,Yes,41.92494165,-87.69512119,2019,Mon,2402 N. Washtenaw Ave.,LOGAN SQUARE,"2402 N. Washtenaw Ave., Chicago, IL",07
Dreamgirls,Harold Washington Playlot Park,2019-07-22T05:00:00Z,PG-13,Yes,41.80047033,-87.58450476,2019,Mon,5200 S. Hyde Park Blvd.,HYDE PARK,"5200 S. Hyde Park Blvd., Chicago, IL",07
The Sting,Churchill Field Playlot Park,2019-07-23T05:00:00Z,PG,Yes,41.9146579,-87.67740738,2019,Tue,1825 N. Damen Ave.,WEST TOWN,"1825 N. Damen Ave., Chicago, IL",07
Black Panther,Kosciuszko Park,2019-07-23T05:00:00Z,PG-13,Yes,41.9310234,-87.72343588,2019,Tue,2732 N. Avers Ave.,LOGAN SQUARE,"2732 N. Avers Ave., Chicago, IL",07
El Reality,Kilbourn Park,2019-07-24T05:00:00Z,NR,Yes,41.94450485,-87.73951111,2019,Wed,3501 N. Kilbourn Ave.,IRVING PARK,"3501 N. Kilbourn Ave., Chicago, IL",07
Smallfoot,La Villita Park,2019-07-24T05:00:00Z,PG,Yes,41.8408764,-87.70018045,2019,Wed,2800 S. Sacramento Blvd.,EAST GARFIELD PARK,"2800 S. Sacramento Blvd., Chicago, IL",07
Aquaman,White (Willye B.) Park,2019-07-24T05:00:00Z,PG-13,Yes,42.02087112,-87.67057561,2019,Wed,7631 N. Ashland Ave.,WEST TOWN,"7631 N. Ashland Ave., Chicago, IL",07
Aquaman,Columbus Park,2019-07-25T05:00:00Z,PG-13,Yes,41.87377325,-87.7647697,2019,Thu,500 S. Central Ave.,AUSTIN,"500 S. Central Ave., Chicago, IL",07
Hotel Transylvania 3,Marquette Park,2019-07-25T05:00:00Z,PG,Yes,41.77040513,-87.70279647,2019,Thu,6743 S. Kedzie Ave.,SOUTH LAWNDALE,"6743 S. Kedzie Ave., Chicago, IL",07
The Rainmaker,Wicker Park,2019-07-25T05:00:00Z,PG-13,Yes,41.90795225,-87.67724924,2019,Thu,1425 N. Damen Avenue,WEST TOWN,"1425 N. Damen Avenue, Chicago, IL",07
Spider-Man: Into the Spider-Verse,Clarendon Park Community Center,2019-07-26T05:00:00Z,PG,Yes,41.96371269,-87.64981992,2019,Fri,4501 N. Clarendon Ave.,UPTOWN,"4501 N. Clarendon Ave., Chicago, IL",07
Black Panther,Oakdale Park,2019-07-26T05:00:00Z,PG-13,Yes,41.72129198,-87.64801198,2019,Fri,965 W. 95th St.,WASHINGTON HEIGHTS,"965 W. 95th St., Chicago, IL",07
Mary Poppins Returns,Portage Park,2019-07-26T05:00:00Z,PG,Yes,41.95510787,-87.76228458,2019,Fri,4100 N. Long Ave.,PORTAGE PARK,"4100 N. Long Ave., Chicago, IL",07
Mary Poppins Returns,Rutherford Sayre Park,2019-07-26T05:00:00Z,PG,Yes,41.92103326,-87.79791006,2019,Fri,6871 W. Belden Ave.,MONTCLARE,"6871 W. Belden Ave., Chicago, IL",07
Come Drink With Me,Buttercup Playlot Park,2019-07-27T05:00:00Z,NR,No,41.97166865,-87.65473895,2019,Sat,4901 N. Sheridan Rd.,UPTOWN,"4901 N. Sheridan Rd., Chicago, IL",07
Creed II,Ellis (Samuel) Park,2019-07-27T05:00:00Z,PG-13,Yes,41.8310921,-87.61291629,2019,Sat,535 E. 35th St.,DOUGLAS,"535 E. 35th St., Chicago, IL",07
Coco,Mamie Till-Mobley Park,2019-07-27T05:00:00Z,PG,Yes,41.77835204,-87.60055506,2019,Sat,6404 S. Ellis Ave.,WOODLAWN,"6404 S. Ellis Ave., Chicago, IL",07
Captain Marvel,Park No. 564 - Big Marsh,2019-07-27T05:00:00Z,PG-13,Yes,41.68482787,-87.57630433,2019,Sat,11555 S. Stony Island Ave.,SOUTH DEERING,"11555 S. Stony Island Ave., Chicago, IL",07
Muppets Take Manhattan,Oakwood Beach,2019-07-29T05:00:00Z,G,Yes,41.82588259,-87.60097185,2019,Mon,3900 S. Lake Shore Dr.,NEAR SOUTH SIDE,"3900 S. Lake Shore Dr., Chicago, IL",07
Spider-Man: Into the Spider-Verse,Fuller Park,2019-07-30T05:00:00Z,PG,Yes,41.81238512,-87.63479837,2019,Tue,331 W. 45th St,FULLER PARK,"331 W. 45th St, Chicago, IL",07
Mary Poppins Returns,Gage Park,2019-07-30T05:00:00Z,PG,Yes,41.79374925,-87.684513,2019,Tue,2411 W. 55th St.,GAGE PARK,"2411 W. 55th St., Chicago, IL",07
The Incredibles 2,Humboldt Park,2019-07-30T05:00:00Z,PG,Yes,-87.701792,41.902822,2019,Tue,1440 N. Sacramento,NORTH LAWNDALE,"1440 N. Sacramento, Chicago, IL",07
Tesoros,Piotrowski Park,2019-07-31T05:00:00Z,G,Yes,41.83669678,-87.73107269,2019,Wed,4247 W. 31st St.,SOUTH LAWNDALE,"4247 W. 31st St., Chicago, IL",07
The Incredibles 2,Union Park,2019-07-31T05:00:00Z,PG,Yes,41.88471128,-87.66428183,2019,Wed,1501 W. Randolph St.,NEAR WEST SIDE,"1501 W. Randolph St., Chicago, IL",07
Bumble Bee,Archer Park,2019-08-01T05:00:00Z,PG-13,Yes,41.80391551,-87.73556627,2019,Thu,4901 S.Kilbourn Ave.,ARCHER HEIGHTS,"4901 S.Kilbourn Ave., Chicago, IL",08
Jane Eyre (2011),Chicago Women's Park and Gardens,2019-08-01T05:00:00Z,PG-13,Yes,41.85783824,-87.62218405,2019,Thu,1801 S. Indiana Ave.,NEAR SOUTH SIDE,"1801 S. Indiana Ave., Chicago, IL",08
Black Panther,Harrison Park,2019-08-01T05:00:00Z,PG-13,Yes,41.85692162,-87.67122476,2019,Thu,1824 S. Wood St.,LOWER WEST SIDE,"1824 S. Wood St., Chicago, IL",08
The Incredibles 2,Scottsdale Playground Park,2019-08-01T05:00:00Z,PG,Yes,41.74191533,-87.73635951,2019,Thu,4637 W. 83rd St.,ASHBURN,"4637 W. 83rd St., Chicago, IL",08
Crazy Rich Asians,Clark (Richard) Playlot Park,2019-08-02T05:00:00Z,PG-13,Yes,41.94305204,-87.69384443,2019,Fri,3400 N. Rockwell St.,NORTH CENTER,"3400 N. Rockwell St., Chicago, IL",08
Spider-Man: Into the Spider-Verse,Cornell Square Park,2019-08-02T05:00:00Z,PG,Yes,41.8029812,-87.67011453,2019,Fri,1809 W. 50th St.,NEW CITY,"1809 W. 50th St., Chicago, IL",08
Ralph Breaks the Internet,Maplewood Playlot Park,2019-08-02T05:00:00Z,PG,Yes,41.91149995,-87.69106224,2019,Fri,1640 N.Maplewood Ave.,WEST TOWN,"1640 N.Maplewood Ave., Chicago, IL",08
Ralph Breaks the Internet,Ogden Park,2019-08-03T05:00:00Z,PG,Yes,41.77588058,-87.65454639,2019,Sat,6500 S. Racine Ave.,ENGLEWOOD,"6500 S. Racine Ave., Chicago, IL",08
Monsters University,Rowan Park,2019-08-03T05:00:00Z,G,Yes,41.68500208,-87.53661565,2019,Sat,11546 S. Avenue L,HEGEWISCH,"11546 S. Avenue L, Chicago, IL",08
The LEGO Movie 2,Sauganash Park,2019-08-03T05:00:00Z,PG,Yes,41.98806928,-87.73816907,2019,Sat,5861 N. Kostner Ave.,FOREST GLEN,"5861 N. Kostner Ave., Chicago, IL",08
Hairspray,Calumet Park,2019-08-05T05:00:00Z,PG,Yes,41.71772004,-87.53150812,2019,Mon,9801 S. Ave G,EAST SIDE,"9801 S. Ave G, Chicago, IL",08
Trolls,Julia de Burgos Park,2019-08-05T05:00:00Z,NR,Yes,41.91389527,-87.70502242,2019,Mon,1805 N. Albany Ave.,LOGAN SQUARE,"1805 N. Albany Ave., Chicago, IL",08
A Wrinkle in Time,South Shore Cultural Center,2019-08-05T05:00:00Z,PG,Yes,41.76660302,-87.56632372,2019,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
Coco,Lawler Park,2019-08-06T05:00:00Z,PG,Yes,41.77611338,-87.75229515,2019,Tue,5210 W. 64th St.,CLEARING,"5210 W. 64th St., Chicago, IL",08
Coco,McGuane Park,2019-08-06T05:00:00Z,PG,Yes,41.84134899,-87.64950769,2019,Tue,2901 S. Poplar Ave.,BRIDGEPORT,"2901 S. Poplar Ave., Chicago, IL",08
Green Book,Ward (A. Montgomery) Park,2019-08-06T05:00:00Z,PG-13,Yes,41.893015,-87.64125791,2019,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",08
Coco,West Lawn Park,2019-08-06T05:00:00Z,PG,Yes,41.77486501,-87.72884225,2019,Tue,4233 W. 65th St.,WEST LAWN,"4233 W. 65th St., Chicago, IL",08
Smallfoot,Heritage Green,2019-08-07T05:00:00Z,PG,Yes,41.87937955,-87.6430924,2019,Wed,610-30 W. Adams St.,NEAR WEST SIDE,"610-30 W. Adams St., Chicago, IL",08
What I Feel for You / Lo Que Siento Por Ti,Kelvyn Park,2019-08-07T05:00:00Z,NR,Yes,41.92875053,-87.73827846,2019,Wed,4438 W. Wrightwood Ave.,HERMOSA,"4438 W. Wrightwood Ave., Chicago, IL",08
Ralph Breaks the Internet,Senn Playlot Park,2019-08-07T05:00:00Z,PG,Yes,41.98893587,-87.66850696,2019,Wed,5887 N. Ridge Ave.,EDGEWATER,"5887 N. Ridge Ave., Chicago, IL",08
Creed (2015),Bartelme (Mary) Park,2019-08-08T05:00:00Z,PG-13,Yes,41.87994748,-87.65066137,2019,Thu,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",08
A Wrinkle in Time,Burnside Park,2019-08-08T05:00:00Z,PG,Yes,41.72400937,-87.59741566,2019,Thu,9400 S. Greenwood Ave.,HYDE PARK,"9400 S. Greenwood Ave., Chicago, IL",08
Avengers: Infinity War,Washtenaw Park,2019-08-08T05:00:00Z,PG-13,Yes,41.84577829,-87.69267681,2019,Thu,2521 S. Washtenaw Ave.,SOUTH LAWNDALE,"2521 S. Washtenaw Ave., Chicago, IL",08
Spider-Man: Into the Spider-Verse,Bessemer Park,2019-08-09T05:00:00Z,PG,Yes,41.7327341,-87.55561477,2019,Fri,8930 S. Muskegon Ave.,SOUTH CHICAGO,"8930 S. Muskegon Ave., Chicago, IL",08
Trolls,Chopin Park,2019-08-09T05:00:00Z,NR,Yes,41.94291712,-87.76188146,2019,Fri,3420 N. Long Ave.,PORTAGE PARK,"3420 N. Long Ave., Chicago, IL",08
Ralph Breaks the Internet,Veteran's Memorial Park,2019-08-09T05:00:00Z,PG,Yes,41.71739698,-87.55556913,2019,Fri,2820 E. 98th St.,SOUTH DEERING,"2820 E. 98th St., Chicago, IL",08
The Incredibles 2,Vittum Park,2019-08-09T05:00:00Z,PG,Yes,41.80218518,-87.74838435,2019,Fri,5010 W. 50th St.,GARFIELD RIDGE,"5010 W. 50th St., Chicago, IL",08
Smallfoot,Humboldt Park,2019-08-10T05:00:00Z,PG,Yes,-87.701792,41.902822,2019,Sat,1440 N. Sacramento,NORTH LAWNDALE,"1440 N. Sacramento, Chicago, IL",08
Wonder Woman,Museum of Science and Industry,2019-08-10T05:00:00Z,PG-13,Yes,41.79142028,-87.58014777,2019,Sat,5700 S. Lake Shore Dr.,HYDE PARK,"5700 S. Lake Shore Dr., Chicago, IL",08
Aquaman,Pendleton (Hadiya) Park,2019-08-10T05:00:00Z,PG-13,Yes,41.81524092,-87.61816658,2019,Sat,4345 S. Calumet Ave.,GRAND BOULEVARD,"4345 S. Calumet Ave., Chicago, IL",08
Ralph Breaks the Internet,Jonquil Playlot Park,2019-08-11T05:00:00Z,PG,Yes,41.92889597,-87.65385229,2019,Sun,1001 W. Wrightwood Ave.,LINCOLN PARK,"1001 W. Wrightwood Ave., Chicago, IL",08
Mary Poppins Returns,Unity Playlot Park,2019-08-11T05:00:00Z,PG,Yes,41.92949896,-87.71237758,2019,Sun,2636 N. Kimball Ave.,LOGAN SQUARE,"2636 N. Kimball Ave., Chicago, IL",08
Meet Me In St. Louis,Belmont Harbor,2019-08-12T05:00:00Z,NR,Yes,41.94090916,-87.63936916,2019,Mon,3200 N. Lake Shore Dr.,LAKE VIEW,"3200 N. Lake Shore Dr., Chicago, IL",08
Hotel Transylvania 3,River Park,2019-08-12T05:00:00Z,PG,Yes,41.97406838,-87.70144885,2019,Mon,5100 N. Francisco Ave.,ALBANY PARK,"5100 N. Francisco Ave., Chicago, IL",08
Moana,South Shore Cultural Center,2019-08-12T05:00:00Z,PG,Yes,41.76660302,-87.56632372,2019,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
Footloose (1984),Welles Park,2019-08-13T05:00:00Z,PG,Yes,41.96304075,-87.68773712,2019,Tue,2333 W. Sunnyside Ave.,LINCOLN SQUARE,"2333 W. Sunnyside Ave., Chicago, IL",08
Smallfoot,Hamlin Park,2019-08-14T05:00:00Z,PG,Yes,41.93695733,-87.68055828,2019,Wed,3035 N. Hoyne Ave.,NORTH CENTER,"3035 N. Hoyne Ave., Chicago, IL",08
Spider-Man: Into the Spider-Verse,Hayes Park,2019-08-14T05:00:00Z,PG,Yes,41.73874188,-87.69676781,2019,Wed,2936 W. 85th St.,ASHBURN,"2936 W. 85th St., Chicago, IL",08
Turbo,La Villita Park,2019-08-14T05:00:00Z,PG,Yes,41.8408764,-87.70018045,2019,Wed,2800 S. Sacramento Blvd.,EAST GARFIELD PARK,"2800 S. Sacramento Blvd., Chicago, IL",08
Moana,Sheridan Park,2019-08-14T05:00:00Z,PG,Yes,41.87032717,-87.65439381,2019,Wed,910 S. Aberdeen St.,NEAR WEST SIDE,"910 S. Aberdeen St., Chicago, IL",08
Teen Titans Go! To The Movies,Davis Square Park,2019-08-15T05:00:00Z,PG-13,Yes,41.81310599,-87.66646688,2019,Thu,4430 S. Marshfield Ave.,NEW CITY,"4430 S. Marshfield Ave., Chicago, IL",08
Cloudy With a Chance of Meatballs,Maggie Daley Park,2019-08-15T05:00:00Z,PG,Yes,41.88422161,-87.61933906,2019,Thu,337 E. Randolph St.,LOOP,"337 E. Randolph St., Chicago, IL",08
Rampage,Ada Park,2019-08-16T05:00:00Z,PG-13,Yes,41.68856983,-87.65578778,2019,Fri,11250 S. Ada St.,MORGAN PARK,"11250 S. Ada St., Chicago, IL",08
Aquaman,Hermosa Park,2019-08-16T05:00:00Z,PG-13,Yes,41.92192999,-87.73907239,2019,Fri,2240 N. Kilbourn Ave.,HERMOSA,"2240 N. Kilbourn Ave., Chicago, IL",08
Bohemian Rhapsody,Independence Park,2019-08-16T05:00:00Z,PG-13,Yes,41.95322543,-87.72494811,2019,Fri,3945 N. Springfield Ave.,IRVING PARK,"3945 N. Springfield Ave., Chicago, IL",08
A Dog's Way Home,Portage Park,2019-08-16T05:00:00Z,PG,Yes,41.95510787,-87.76228458,2019,Fri,4100 N. Long Ave.,PORTAGE PARK,"4100 N. Long Ave., Chicago, IL",08
Avengers: Infinity War,Tilton Park,2019-08-16T05:00:00Z,PG-13,Yes,41.88560476,-87.73548782,2019,Fri,305 N. Kostner Ave.,WEST GARFIELD PARK,"305 N. Kostner Ave., Chicago, IL",08
Trinity Goodheart,DuSable Museum of African American History,2019-08-17T05:00:00Z,NR,Yes,41.79248002,-87.60685252,2019,Sat,740 E. 56th Pl.,ENGLEWOOD,"740 E. 56th Pl., Chicago, IL",08
Avengers: Infinity War,Eckhart Park,2019-08-17T05:00:00Z,PG-13,Yes,41.89628864,-87.6605556,2019,Sat,1330 W. Chicago Ave.,WEST TOWN,"1330 W. Chicago Ave., Chicago, IL",08
Spider-Man: Into the Spider-Verse,Winnemac Park,2019-08-17T05:00:00Z,PG,Yes,41.97406708,-87.68437099,2019,Sat,5100 N. Leavitt St,LINCOLN SQUARE,"5100 N. Leavitt St, Chicago, IL",08
Creed II,Wallace Playground Park,2019-08-18T05:00:00Z,PG-13,Yes,41.72689281,-87.63883826,2019,Sun,607 W. 92nd St.,WASHINGTON HEIGHTS,"607 W. 92nd St., Chicago, IL",08
Grease,Grant Park: Logan Monument,2019-08-19T05:00:00Z,PG,Yes,41.87055847,-87.62428661,2019,Mon,900 S. Michigan Ave.,LOOP,"900 S. Michigan Ave., Chicago, IL",08
Moulin Rouge,Osterman Beach,2019-08-19T05:00:00Z,PG-13,Yes,-87.6528859,41.9863754,2019,Mon,5800 N. Lake Shore Dr.,NEAR NORTH SIDE,"5800 N. Lake Shore Dr., Chicago, IL",08
Spider-Man: Into the Spider-Verse,South Shore Cultural Center,2019-08-19T05:00:00Z,PG,Yes,41.76660302,-87.56632372,2019,Mon,7059 S. South Shore Drive,SOUTH SHORE,"7059 S. South Shore Drive, Chicago, IL",08
The Incredibles 2,Bosley Playground Park,2019-08-20T05:00:00Z,PG,Yes,41.83922943,-87.6537317,2019,Tue,3044 S. Bonfield St.,BRIDGEPORT,"3044 S. Bonfield St., Chicago, IL",08
Sherlock Gnomes,Jensen Park,2019-08-20T05:00:00Z,PG,Yes,41.9661342,-87.72077765,2019,Tue,4650 N. Lawndale Ave.,ALBANY PARK,"4650 N. Lawndale Ave., Chicago, IL",08
The Incredibles 2,Ward (A. Montgomery) Park,2019-08-20T05:00:00Z,PG,Yes,41.893015,-87.64125791,2019,Tue,630 N. Kingsbury St.,NEAR NORTH SIDE,"630 N. Kingsbury St., Chicago, IL",08
Singin' in the Rain,Chicago History Museum,2019-08-21T05:00:00Z,G,Yes,41.91131036,-87.63156657,2019,Wed,1601 N. Clark St.,LINCOLN PARK,"1601 N. Clark St., Chicago, IL",08
Wonder,Gill Park,2019-08-21T05:00:00Z,PG,Yes,41.9526213,-87.65067083,2019,Wed,825 W. Sheridan Rd.,LAKE VIEW,"825 W. Sheridan Rd., Chicago, IL",08
Green Book,Bartelme (Mary) Park,2019-08-22T05:00:00Z,PG-13,Yes,41.87994748,-87.65066137,2019,Thu,115 S. Sangamon St.,NEAR WEST SIDE,"115 S. Sangamon St., Chicago, IL",08
Ralph Breaks the Internet,Churchill Field Playlot Park,2019-08-22T05:00:00Z,PG,Yes,41.9146579,-87.67740738,2019,Thu,1825 N. Damen Ave.,WEST TOWN,"1825 N. Damen Ave., Chicago, IL",08
The Princess and the Frog,Garfield Park,2019-08-22T05:00:00Z,G,Yes,41.88335532,-87.71566523,2019,Thu,100 N. Central Park Ave.,EAST GARFIELD PARK,"100 N. Central Park Ave., Chicago, IL",08
Creed II,Fosco Park,2019-08-23T05:00:00Z,PG-13,Yes,41.86485873,-87.65676659,2019,Fri,1312 S. Racine Ave,NEAR WEST SIDE,"1312 S. Racine Ave, Chicago, IL",08
The Incredibles 2,Indian Road Park,2019-08-23T05:00:00Z,PG,Yes,41.99284157,-87.77835042,2019,Fri,6010 W. Matson Ave.,NORWOOD PARK,"6010 W. Matson Ave., Chicago, IL",08
